month,pushes,actor,actor_attributes_location
1/1/2014,1,rfranco,S��o Paulo / Brasil
1/1/2014,9,joethemongoose,San Antonio
1/1/2014,1,marcoceppi,"Falls Church, VA"
1/1/2014,2,jonmorehouse,Los Angeles
1/1/2014,1,jjeising,Germany
1/1/2014,1,kunickiaj,"San Francisco, CA"
1/1/2014,1,acrogenesis,M��xico
1/1/2014,2,bruno-,"Zagreb, Croatia"
1/1/2014,2,nandub,"Marrero, LA"
1/1/2014,1,claudiodsf,"Paris, France"
1/1/2014,13,dhaley,"Lafayette, CO"
1/1/2014,4,nonnenmacher,Grenoble
1/1/2014,8,denji,"Ukraine, Kiev"
1/1/2014,4,mys721tx,Earth
1/1/2014,1,grantstavely,"San Francisco, CA"
1/1/2014,1,molawson,"Glossop, UK"
1/1/2014,1,lachlancooper,"Paris, France"
1/1/2014,1,jvshahid,"New York, USA"
1/1/2014,4,L2G,"San Diego, CA, US"
1/1/2014,1,xwl,Beijing
1/1/2014,3,cjheath,Melbourne Australia
1/1/2014,4,lembacon,"Beijing, China"
1/1/2014,13,fanquake,Australia
1/1/2014,1,mckelvin,"Beijing, China"
1/1/2014,2,ernie,"Louisville, Kentucky"
1/1/2014,2,lvivski,Ukraine
1/1/2014,16,kmatzen,"Ithaca, NY"
1/1/2014,39,mistydemeo,"Vancouver, BC"
1/1/2014,1,codepainters,"Wroc��aw, Poland"
1/1/2014,42,sakra,"Linz, Austria"
1/1/2014,22,FooBarWidget,Earth
1/1/2014,11,avsm,"Cambridge, UK"
1/1/2014,2,zimbatm,UK
1/1/2014,1,gfontenot,"Boston, MA"
1/1/2014,1,kvs,Denmark
1/1/2014,1,mvertes,France
1/1/2014,1,kensanata,"Z��rich, Switzerland"
1/1/2014,2,chriskau,"Silicon Valley, CA"
1/1/2014,5,FloFra,"T��bingen, Germany"
1/1/2014,2,yanniks,Germany
1/1/2014,4,ColinHebert,"Sydney, Australia"
1/1/2014,2,danieletorelli,Italy
1/1/2014,36,tareqak,Canada
1/1/2014,20,joeploijens,"Maastricht, Netherlands"
1/1/2014,2,erawk,Toronto
1/1/2014,7,obihann,"Halifax, Nova Scotia"
1/1/2014,7,bayandin,"Russia, Moscow"
1/1/2014,3,robotvert,Tokyo
1/1/2014,1,Zearin,Eastern U.S.A.
1/1/2014,2,chadcatlett,"DFW, TX"
1/1/2014,1,rillian,"Vancouver, Canada"
1/1/2014,1,j-wilkins,"Oklahoma, USA"
1/1/2014,1,codescape,"Gummersbach, Germany"
1/1/2014,1,atnnn,"Montreal, QC"
1/1/2014,5,marcusandre,"Kaiserslautern, Germany"
1/1/2014,2,brkcmd,Boston
12/1/2013,3,marpaia,"New York, New York"
12/1/2013,1,sionide21,"GA, USA"
12/1/2013,2,torarnv,"Oslo, Norway"
12/1/2013,1,andyli,Hong Kong
12/1/2013,3,mvertes,France
12/1/2013,3,whittle,"New York, NY"
12/1/2013,1,hoelzro,"Amsterdam, The Netherlands"
12/1/2013,8,boggle,"Berlin, Germany"
12/1/2013,3,sje30,Cambridge
12/1/2013,1,danielmartin,Madrid
12/1/2013,1,reaper,SOUFFELWEYERSHEIM
12/1/2013,52,tareqak,Canada
12/1/2013,1,hanjianwei,"Hangzhou, China"
12/1/2013,1,amhayslip,"Austin, TX"
12/1/2013,1,icco,"San Francisco, CA"
12/1/2013,2,deiga,"Helsinki, Finland"
12/1/2013,1,petervanderdoes,"NJ, USA"
12/1/2013,1,calmriver,Shenyang
12/1/2013,1,skuro,"Amsterdam, The Netherlands"
12/1/2013,2,Kelloggs,"Freiburg, Germany"
12/1/2013,5,chadcatlett,"DFW, TX"
12/1/2013,2,petere,Pennsylvania
12/1/2013,1,staticfloat,"Seattle, USA"
12/1/2013,7,rubenfonseca,"Lisbon, Portugal"
12/1/2013,1,kret,"Warsaw, Poland"
12/1/2013,2,defcube,"Huntington Beach, CA"
12/1/2013,1,syhkiller,Shanghai
12/1/2013,5,deoxxa,"Melbourne, Australia"
12/1/2013,2,barodeur,"Strasbourg, France"
12/1/2013,1,stevben,"Liege, Belgium"
12/1/2013,2,nebhale,United Kingdom
12/1/2013,1,xj9,"Provo, UT"
12/1/2013,5,morpheby,"Minsk, Belarus"
12/1/2013,1,ealden,"Manila, Philippines"
12/1/2013,1,dewback,"��u��oa, Santiago, Chile"
12/1/2013,1,jimrollenhagen,"San Francisco, CA"
12/1/2013,2,urdh,"G��teborg, Sweden"
12/1/2013,2,davidpaniz,S��o Paulo - Brazil
12/1/2013,1,marcoceppi,"Falls Church, VA"
12/1/2013,2,denji,"Kyiv, UA"
12/1/2013,5,metadave,"Buffalo, NY"
12/1/2013,1,brycied00d,"Spokane, WA"
12/1/2013,3,martinploeger,"Hannover, Germany"
12/1/2013,1,alexreg,"London, UK"
12/1/2013,1,afeld,"Brooklyn, NY"
12/1/2013,3,vertis,"Melbourne, Australia"
12/1/2013,1,kenips,"Toronto, ON"
12/1/2013,1,pstadler,"Z��rich, Switzerland"
12/1/2013,1,marbocub,"Tokyo, Japan"
12/1/2013,1,gbeine,"Plauen, Germany"
12/1/2013,1,somekool,"Quebec city, Canada"
12/1/2013,2,quintonparker,Cape Town!
12/1/2013,1,vbajpai,Bremen
12/1/2013,1,robertmaynard,"Albany, New York"
12/1/2013,1,ye,"New Jersey, USA"
12/1/2013,1,oberhamsi,EU
12/1/2013,1,FranklinChen,"Pittsburgh, PA"
12/1/2013,1,JonRowe,"Sydney, Australia"
12/1/2013,2,lfranchi,"Cambridge, MA"
12/1/2013,1,rajiv,"Cambridge, MA, USA"
12/1/2013,4,SirVer,Germany
12/1/2013,1,janrito,London
12/1/2013,4,atnnn,"Montreal, QC"
12/1/2013,1,SaveTheRbtz,"Mountain View, CA"
12/1/2013,2,nickrobison,"Seattle, WA"
12/1/2013,6,pcarrier,San Francisco
12/1/2013,1,daenney,Enschede
12/1/2013,1,parcollet,France
12/1/2013,2,cbarrick,Sky Valley GA
12/1/2013,5,toddboom,"New York City, NY"
12/1/2013,1,j-mutter,"Ottawa, Canada"
12/1/2013,1,springmeyer,"Winthrop, WA"
12/1/2013,9,chernjie,Singapore
12/1/2013,2,pborzenkov,"Moscow, Russia"
12/1/2013,9,dakcarto,"Black Hills, South Dakota"
12/1/2013,25,deftsp,China
12/1/2013,6,stephencelis,"San Francisco, CA"
12/1/2013,4,eradman,"Endicott, NY"
12/1/2013,1,jodygarnett,Sydney
12/1/2013,1,cshimmin,"Irvine, CA"
12/1/2013,2,vhbit,Chisinau
12/1/2013,3,archiloque,"Paris, France"
12/1/2013,3,slbmeh,"Pittsburgh, PA"
12/1/2013,1,typesend,"Duluth, MN"
12/1/2013,1,saimaz,"Kaunas, Lithuania"
12/1/2013,5,rhunter,"Melbourne, Australia"
12/1/2013,1,bgotink,Leuven
12/1/2013,1,tobli,Stockholm
12/1/2013,4,mreiferson,"New York, NY"
12/1/2013,1,torosys,"Layton, UT"
12/1/2013,1,oschrenk,"Amsterdam, Netherlands"
12/1/2013,5,rimenes,Brazil
12/1/2013,2,sigma,"San Jose, CA, USA"
12/1/2013,1,augmentedfourth,Southern California
12/1/2013,1,dcoeurjo,France
12/1/2013,1,vincentbernat,Paris
12/1/2013,1,peterneubauer,"Malm��, Sweden"
12/1/2013,1,svenax,"Gothenburg, Sweden"
12/1/2013,2,wilmoore,Colorado
12/1/2013,2,pencil,"Zurich, Switzerland"
12/1/2013,1,andypiper,"Kingston upon Thames, UK"
12/1/2013,1,frozzare,"Stockholm, Sweden"
12/1/2013,1,Elemecca,"San Francisco, CA, USA"
12/1/2013,1,dhaley,"Lafayette, CO"
12/1/2013,3,ksol,"Strasbourg, France"
12/1/2013,1,lra,"New York, NY"
12/1/2013,1,lidaobing,"Shanghai, China"
12/1/2013,3,vertexclique,"Istanbul ~ Eskisehir, Turkey"
12/1/2013,4,mcs07,"Cambridge, UK"
12/1/2013,3,someara,"Brooklyn, NY"
12/1/2013,1,chriswk,"Oslo, Norway"
12/1/2013,4,trevrosen,R'lyeh
12/1/2013,1,LouisPlisso,France
12/1/2013,5,kou,"Tokyo, Japan"
12/1/2013,1,flurischt,"Bern, Switzerland"
12/1/2013,1,reitblatt,"Ithaca, NY"
12/1/2013,1,mirestrepo,"Providence, RI. USA"
12/1/2013,1,paulp,"Bend, OR"
12/1/2013,1,341bms,"Greifswald, Germany"
12/1/2013,6,sferik,Berlin
12/1/2013,1,simmel,Stockholm
12/1/2013,1,jawshooah,"Ithaca, NY"
12/1/2013,1,resmo,"Recherswil, Switzerland"
12/1/2013,1,kriogenx0,FL
12/1/2013,2,jawshooah,"Washington, DC"
12/1/2013,3,klobucar,"San Francisco, CA"
12/1/2013,3,TheAlphaNerd,"Stanford, California"
12/1/2013,10,bayandin,"Russia, Moscow"
12/1/2013,1,tomap,Paris
12/1/2013,3,DennisOSRM,"Everywhere, virtually"
12/1/2013,1,pauldub,LIlle
12/1/2013,4,jacksonh,"Boston, MA"
12/1/2013,1,dotnetCarpenter,Sweden
12/1/2013,26,asparagui,"Jefferson City, MO"
12/1/2013,1,ekristen,Milky Way
12/1/2013,7,gsong,"SF, CA"
12/1/2013,1,i8degrees,AR
12/1/2013,1,eungju,Republic of Korea
12/1/2013,1,mikegoodspeed,"Chicago, IL"
12/1/2013,3,TylerBrock,New York
12/1/2013,6,arnested,"Copenhagen, Denmark"
12/1/2013,1,marcqualie,"North East, United Kingdom"
12/1/2013,1,mattrudder,"San Francisco, CA"
12/1/2013,3,sven-strothoff,Germany
12/1/2013,9,VitaliyBSD,"New York, NY"
12/1/2013,2,tt,Denmark
12/1/2013,2,jcxplorer,"Helsinki, Finland"
12/1/2013,14,fanquake,Australia
12/1/2013,31,sakra,"Linz, Austria"
12/1/2013,3,jensenb,Munich
12/1/2013,8,chrisk,"San Francisco, CA"
12/1/2013,8,yanniks,Germany
12/1/2013,3,carlthuringer,"Chicago, IL"
12/1/2013,7,crahan,Belgium
12/1/2013,2,osman,Toronto
12/1/2013,6,Luzifer,"Wedel, Germany"
12/1/2013,4,FooBarWidget,Earth
12/1/2013,6,brkcmd,Boston
12/1/2013,2,mtigas,"New York, NY"
12/1/2013,1,mjc,USA
12/1/2013,1,tonyg,"Cambridge, MA"
12/1/2013,11,ColinHebert,"Sydney, Australia"
12/1/2013,1,kballard,"San Francisco, CA"
12/1/2013,33,chrmoritz,"Dresden, Germany"
12/1/2013,1,ndimiduk,"Seattle, WA"
12/1/2013,1,mcginty,"Urbana, IL"
12/1/2013,1,feuvan,Beijing
12/1/2013,1,casperc,Denmark
12/1/2013,4,fceller,Cologne
12/1/2013,9,ppaeps,"Leuven, Belgium"
12/1/2013,1,kashif,"Berlin, Germany"
12/1/2013,4,verdammelt,"New York, NY USA"
12/1/2013,4,h12o,Tokyo Japan
12/1/2013,1,zacstewart,"Atlanta, GA"
12/1/2013,10,hanxue,Malaysia
12/1/2013,2,cehoffman,Alabama
12/1/2013,3,hjhart,"San Francisco, CA"
12/1/2013,1,seanjreilly,"London, UK"
12/1/2013,1,zmanji,"Toronto, Canada"
12/1/2013,16,mys721tx,Earth
12/1/2013,24,acrogenesis,M��xico
12/1/2013,171,adamv,"Issaquah, WA"
12/1/2013,1,mbrictson,San Francisco
12/1/2013,4,adammw,"Melbourne, Australia"
12/1/2013,49,shantanusharma,New York
12/1/2013,1,latestrevision,"Portland, OR"
12/1/2013,1,rogeriopradoj,"S��o Paulo, Brasil"
12/1/2013,1,orteipid,"Philadelphia, Pennsylvania, USA"
12/1/2013,1,theneonlobster,"Washington, District of Columbia"
12/1/2013,24,nandub,"Marrero, LA"
12/1/2013,1,avh4,"San Francisco, CA"
12/1/2013,8,jamel,Moscow
12/1/2013,37,mistydemeo,"Vancouver, BC"
12/1/2013,2,joelburget,"Mountain View, CA"
12/1/2013,2,detunized,"Berlin, Germany"
12/1/2013,1,eregon,Belgium
12/1/2013,2,blast-hardcheese,"Tokyo, Japan"
12/1/2013,2,chleggett,"Athens, GA"
12/1/2013,136,mikemcquaid,"Edinburgh, Scotland"
12/1/2013,2,mattswe,San Francisco
12/1/2013,1,kaecyra,"Montreal, Canada"
12/1/2013,1,PascalPrecht,"Hanover, Germany, Earth"
12/1/2013,1,casallas,"Chalon-sur-Sa��ne, France"
12/1/2013,1,chriskau,"Silicon Valley, CA"
12/1/2013,1,chrisgw,"New York, NY"
12/1/2013,1,pstengel,"New York, USA"
12/1/2013,7,job,Amsterdam
12/1/2013,2,Ch00k,"Lviv, Ukraine"
12/1/2013,121,AsherBond,San Francisco
12/1/2013,4,verbitan,England
12/1/2013,219,jacknagel,"Fargo, ND"
12/1/2013,3,havenwood,"Redondo Beach, California"
12/1/2013,2,eyko,"London, UK"
12/1/2013,2,mnaberez,"San Francisco, CA"
12/1/2013,3,zedtux,Luxembourg
12/1/2013,2,lvivski,Ukraine
12/1/2013,1,gastaldi,Joinville
12/1/2013,2,bovard,"Bozeman, MT"
12/1/2013,8,apetresc,"Kitchener, Ontario (Canada)"
11/1/2013,3,kreed,"Austin, Texas"
11/1/2013,1,x2on,"Munich, Germany"
11/1/2013,5,simmel,Stockholm
11/1/2013,1,ubenzer,��zmir / T��rkiye
11/1/2013,1,miksago,"London, UK"
11/1/2013,5,denji,"Kyiv, UA"
11/1/2013,1,kerker00,Germany
11/1/2013,7,gsong,"SF, CA"
11/1/2013,2,HashNuke,"Bangalore, India"
11/1/2013,3,alex,San Francisco
11/1/2013,9,lvivski,Ukraine
11/1/2013,1,tobyhughes,"Wales, UK"
11/1/2013,2,mikegoodspeed,"Chicago, IL"
11/1/2013,5,mbrictson,San Francisco
11/1/2013,1,alexbarton,"Freiburg, Germany"
11/1/2013,1,FroMage,France
11/1/2013,2,springmeyer,"Winthrop, WA"
11/1/2013,1,pvdb,"London, UK"
11/1/2013,1,mattrobenolt,"San Francisco, CA"
11/1/2013,1,benswift,Canberra
11/1/2013,1,dpcasady,"Chicago, IL"
11/1/2013,1,sferik,Berlin and San Francisco
11/1/2013,1,daenney,Enschede
11/1/2013,2,filcab,"San Mateo, CA"
11/1/2013,2,feuvan,Beijing
11/1/2013,3,mblair,"Menlo Park, CA"
11/1/2013,1,hannesmuehleisen,Amsterdam
11/1/2013,1,defunctzombie,NYC
11/1/2013,1,jm3,jm3@jm3.net
11/1/2013,1,vertis,"Melbourne, Australia"
11/1/2013,2,dhess,"San Francisco, CA, USA"
11/1/2013,2,lyridious,"Guadalajara, M��xico"
11/1/2013,1,ksol,"Strasbourg, France"
11/1/2013,1,hoelzro,"Amsterdam, The Netherlands"
11/1/2013,8,jensenb,Munich
11/1/2013,8,brainstorm,Stockholm
11/1/2013,10,reaper,SOUFFELWEYERSHEIM
11/1/2013,3,semalead,Paris
11/1/2013,7,lembacon,"Beijing, China"
11/1/2013,2,3van,"Raleigh, NC"
11/1/2013,3,bbhoss,"Birmingham, Alabama"
11/1/2013,2,mandrews,San Francisco
11/1/2013,1,0xd34df00d,"Russia, Moscow"
11/1/2013,2,rudisimo,"Miami, FL"
11/1/2013,2,chriskau,"Silicon Valley, CA"
11/1/2013,4,wilmoore,Colorado
11/1/2013,1,donbeave,"China, Shanghai"
11/1/2013,1,spl,"Utrecht, Netherlands"
11/1/2013,1,osterwood,"Pittsburgh, PA"
11/1/2013,3,jasonroelofs,"Kalamazoo, MI"
11/1/2013,2,colindean,"Pittsburgh, PA, USA"
11/1/2013,1,joneslee85,"Sydney, Australia"
11/1/2013,1,sjackman,"Vancouver, Canada"
11/1/2013,1,rymai,"Lausanne, Switzerland"
11/1/2013,7,TylerBrock,New York
11/1/2013,1,slyphon,New York
11/1/2013,2,Kentzo,Russia
11/1/2013,1,Frizlab,"Orsay, France"
11/1/2013,1,VertigoRay,"Denton, TX"
11/1/2013,10,i8degrees,Arkansas
11/1/2013,2,itkovian,"Oostende, BELGIUM"
11/1/2013,12,jmstacey,Colorado Springs
11/1/2013,14,toddboom,"New York City, NY"
11/1/2013,5,simonvetter,"San Francisco, CA"
11/1/2013,1,hoov,"Somerville, MA"
11/1/2013,3,woodb,"Gainesville, FL"
11/1/2013,4,jbouze,Germany
11/1/2013,3,ashmoran,"Manchester, UK"
11/1/2013,4,fceller,Cologne
11/1/2013,2,jodygarnett,Sydney
11/1/2013,1,ckassen,Germany
11/1/2013,20,kogir,"SF Bay Area, CA"
11/1/2013,2,dpo,Canada
11/1/2013,5,MentalPower,"Huntsville, AL"
11/1/2013,1,jstasiak,"London, United Kingdom"
11/1/2013,1,n1k0,"Montpellier, France"
11/1/2013,2,glowe,"Brooklyn, NY"
11/1/2013,1,romanenko,"Bishkek, Kyrgyzstan"
11/1/2013,1,markevich,"Belarus, Minsk"
11/1/2013,2,teenst,Japan
11/1/2013,1,pekkanikander,Helsinki
11/1/2013,1,dmarion,"Rijeka, Croatia"
11/1/2013,1,mat128,"Montreal, QC"
11/1/2013,1,techstep,"Philadelphia, PA"
11/1/2013,1,little-arhat,Moscow
11/1/2013,1,tvon,"Baltimore, MD"
11/1/2013,2,jasonm,"San Francisco, CA"
11/1/2013,1,krupenik,"Kharkov, Ukraine"
11/1/2013,2,codahale,"Berkeley, CA"
11/1/2013,1,jjeising,Germany
11/1/2013,1,andreineculau,"Stockholm, Sweden"
11/1/2013,1,gizmomogwai,"Munich, Germany"
11/1/2013,1,matyhaty,UK
11/1/2013,1,havenwood,"Redondo Beach, California"
11/1/2013,1,yriveiro,Portugal
11/1/2013,2,znz,Japan
11/1/2013,2,mdaniel,"San Francisco, CA, USA"
11/1/2013,1,derintendant,"Karlsruhe, Germany"
11/1/2013,30,sakra,"Linz, Austria"
11/1/2013,1,wolfcw,Germany
11/1/2013,4,regius,Stockholm Sweden
11/1/2013,1,telemachus,New York City
11/1/2013,1,joshstrange,"Lexington, Kentucky"
11/1/2013,11,latestrevision,"Portland, OR"
11/1/2013,1,scotchi,"Berlin, Germany"
11/1/2013,3,Mistobaan,Los Angeles
11/1/2013,1,spesnova,"Tokyo, Japan"
11/1/2013,1,davvid,Los Angeles
11/1/2013,30,sennychu,guangzhou
11/1/2013,1,cunnie,"San Francisco, CA"
11/1/2013,1,Zariel,"London, United Kingdom"
11/1/2013,1,eoinkelly,"Queenstown, New Zealand"
11/1/2013,11,KB1JWQ,"Los Angeles, CA"
11/1/2013,1,Tafkas,"Berlin, Germany"
11/1/2013,2,AlekSi,Russia
11/1/2013,1,klobucar,"San Francisco, CA"
11/1/2013,1,nebhale,United Kingdom
11/1/2013,1,nixme,San Francisco
11/1/2013,4,mironal,Japan
11/1/2013,1,nonnenmacher,Grenoble
11/1/2013,2,bfontaine,"Paris, France"
11/1/2013,1,chrixian,"Fort Worth, TX"
11/1/2013,1,edporras,"Brooklyn, NY"
11/1/2013,1,hashar,"Nantes, France"
11/1/2013,2,dpeek,"Sydney, Australia"
11/1/2013,1,BYVoid,"Beijing, China"
11/1/2013,14,christianbundy,"Chicago, IL"
11/1/2013,3,kud,"Paris, France"
11/1/2013,145,mikemcquaid,"Edinburgh, Scotland"
11/1/2013,9,chrmoritz,"Dresden, Germany"
11/1/2013,55,tareqak,Canada
11/1/2013,2,dpoggi,"East Lansing, MI"
11/1/2013,3,SaberUK,"England, United Kingdom"
11/1/2013,398,jacknagel,"Fargo, ND"
11/1/2013,138,AsherBond,San Francisco
11/1/2013,2,deepak,"Bangalore, India [ #dkannan on irc ]"
11/1/2013,45,shantanusharma,New York
11/1/2013,16,deftsp,China
11/1/2013,2,nonrational,"new york, ny"
11/1/2013,11,hanxue,Malaysia
11/1/2013,1,L2G,"San Diego, CA, US"
11/1/2013,31,dakcarto,"Black Hills, South Dakota"
11/1/2013,1,katgironpe,Philippines
11/1/2013,3,justindowning,"Orlando, FL"
11/1/2013,2,kevmoo,"Seattle, WA, USA"
11/1/2013,4,avalanche123,"San Francisco, CA"
11/1/2013,4,pborzenkov,"Moscow, Russia"
11/1/2013,2,dessibelle,"Malm��, Sweden"
11/1/2013,1,larseggert,"Munich, Germany"
11/1/2013,2,jawshooah,"Washington, DC"
11/1/2013,3,brkcmd,Boston
11/1/2013,1,simono,"Cologne, Germany"
11/1/2013,1,jeveloper,Toronto
11/1/2013,2,treyhyde,"Irvine, CA"
11/1/2013,1,amarshall,New York
11/1/2013,10,DennisOSRM,"Everywhere, virtually"
11/1/2013,1,jvshahid,"New York, USA"
11/1/2013,2,nickrobison,"Seattle, WA"
11/1/2013,2,megahall,"San Jose, CA"
11/1/2013,1,ka8725,Minsk/Belarus
11/1/2013,1,kisp,"Berlin, Germany"
11/1/2013,11,kylebgorman,"Portland, OR"
11/1/2013,1,roblillack,"Leipzig, Germany"
11/1/2013,3,fran6co,"Buenos Aires, Argentina"
11/1/2013,4,adaszko,Poland
11/1/2013,9,greglu,"Boston, MA"
11/1/2013,11,ColinHebert,"Sydney, Australia"
11/1/2013,3,sunliwen,Beijing
11/1/2013,16,nox,"Paris, France"
11/1/2013,2,alexeymuranov,Toulouse
11/1/2013,35,mistydemeo,"Vancouver, BC"
11/1/2013,2,kaizoku,"Seattle, WA"
11/1/2013,1,cwood,"Washington, DC"
11/1/2013,2,jlaube77,"Montevideo, UY"
11/1/2013,2,opie4624,"San Mateo, CA"
11/1/2013,1,ochaochaocha3,"Hamamatsu, Japan"
11/1/2013,4,chadcatlett,"DFW, TX"
11/1/2013,2,udp,"Newcastle, UK"
11/1/2013,4,FooBarWidget,Earth
11/1/2013,3,SteveClement,Luxembourg
11/1/2013,1,sebastient,"Calgary, Alberta, Canada"
11/1/2013,9,jaimeohm,"San Francisco Bay Area, CA"
11/1/2013,1,tomgco,London
11/1/2013,7,jonathanmarvens,"Hyde Park, MA, United States"
11/1/2013,1,petervanderdoes,"NJ, USA"
11/1/2013,2,zimbatm,UK
11/1/2013,1,dewey,Austria
11/1/2013,1,junkblocker,"CA, USA"
11/1/2013,1,pcastellazzi,"Montevideo, Uruguay"
11/1/2013,2,gavinking,"Barcelona, Spain"
11/1/2013,4,mathiasbynens,Belgium
11/1/2013,3,s0undt3ch,Portugal
11/1/2013,2,ndimiduk,"Seattle, WA"
11/1/2013,1,danielmartin,Madrid
11/1/2013,1,tb0hdan,"Ukraine, Kyiv"
11/1/2013,1,marten,"Groningen, The Netherlands"
11/1/2013,2,ened,"Taipei, Taiwan"
11/1/2013,1,avsej,"Minsk, Belarus"
11/1/2013,1,mirell,"Austin, TX"
11/1/2013,1,joshuairl,"Cincinnati, OH"
11/1/2013,1,mochja,Slovakia
11/1/2013,11,fanquake,Australia
11/1/2013,17,asparagui,"Jefferson City, MO"
11/1/2013,30,cliffrowley,UK
11/1/2013,1,henry0312,Japan
11/1/2013,2,neckro,Minneapolis
11/1/2013,1,joeploijens,"Maastricht, Netherlands"
11/1/2013,1,lxneng,"Shanghai, China"
11/1/2013,1,BlueM,"Hamburg, Germany"
11/1/2013,2,daytonn,Chicago
11/1/2013,2,atsjj,"Albuquerque, NM"
11/1/2013,1,grzn,Israel
11/1/2013,2,ZevEisenberg,"Hyannis, MA"
11/1/2013,1,josevalim,"Krak��w, Poland"
11/1/2013,340,adamv,"Issaquah, WA"
11/1/2013,1,urdh,"G��teborg, Sweden"
11/1/2013,1,bertfrees,Z��rich
11/1/2013,3,mathias,"Madison, WI"
11/1/2013,4,osimola,Helsinki
11/1/2013,2,martinploeger,"Hannover, Germany"
11/1/2013,5,zedtux,Luxembourg
11/1/2013,4,backerman,"Georgia, USA"
11/1/2013,6,theckman,"Galloway, New Jersey"
11/1/2013,2,squircle,"Toronto, Canada"
11/1/2013,1,JustSid,"Witten, Germany"
11/1/2013,3,petere,Pennsylvania
11/1/2013,1,marcqualie,"North East, United Kingdom"
11/1/2013,2,andreychizh,"Ukraine, Kiev"
11/1/2013,2,bfleischer,Germany
11/1/2013,1,ryochin,"Tokyo, Japan"
11/1/2013,6,staticfloat,"Seattle, USA"
11/1/2013,22,rstata-verticloud,"Palo Alto, CA"
11/1/2013,8,TheAlphaNerd,"Stanford, California"
11/1/2013,19,nandub,"Marrero, LA"
11/1/2013,2,peterneubauer,"Malm��, Sweden"
11/1/2013,2,xandox,Ekaterinburg
11/1/2013,3,azag0,Berlin
11/1/2013,7,sideshowcoder,Munich
11/1/2013,7,johnrizzo1,United States
11/1/2013,6,avsm,"Cambridge, UK"
11/1/2013,1,nddrylliog,Europa
11/1/2013,1,alias1,Australia
11/1/2013,1,mnaberez,"San Francisco, CA"
11/1/2013,1,eblot,"France, Provence"
11/1/2013,3,someara,"Brooklyn, NY"
11/1/2013,1,c4milo,New York City | Medell��n
11/1/2013,1,SergXIIIth,"Prague, CZ"
11/1/2013,2,yas375,Minsk
11/1/2013,5,mjording,New York City
11/1/2013,1,atnnn,"Montreal, QC"
11/1/2013,2,max-horvath,"Berlin, Germany"
11/1/2013,8,rimenes,Brazil
11/1/2013,15,h12o,Tokyo Japan
11/1/2013,1,emptyflask,"Austin, TX"
11/1/2013,1,slobak,"San Francisco, CA"
11/1/2013,2,kostia,"Berlin, Germany"
11/1/2013,1,mbkulik,USA
11/1/2013,2,somasonic,United Kingdom
10/1/2013,9,catap,RU
10/1/2013,2,fatroom,"Frankfurt, Germany"
10/1/2013,2,andypiper,"Kingston upon Thames, UK"
10/1/2013,3,jcoleman,"Greenville, SC"
10/1/2013,2,inz,"Vienna, Austria"
10/1/2013,4,gsong,"SF, CA"
10/1/2013,3,marcqualie,"North East, United Kingdom"
10/1/2013,1,ekristen,Milky Way
10/1/2013,2,romaninsh,"London, UK"
10/1/2013,1,pgebhard,"Philadelphia, PA"
10/1/2013,5,adymo,"Chicago, USA"
10/1/2013,1,pradal,Montpellier
10/1/2013,3,dmarion,"Zagreb, Croatia"
10/1/2013,1,parkr,"Ithaca, NY"
10/1/2013,4,bertjwregeer,::1
10/1/2013,1,ajacksified,San Francisco
10/1/2013,3,mhemesath,"Kansas City, MO"
10/1/2013,1,ceaser,Utah
10/1/2013,3,mbrictson,San Francisco
10/1/2013,3,yyolk,"Chicago, Illinois"
10/1/2013,3,artemeff,"Russia, Yaroslavl"
10/1/2013,3,unixorn,"Mountain View, CA"
10/1/2013,3,markcornick,"Greenbelt, MD"
10/1/2013,3,mattprice,"Chattanooga, TN"
10/1/2013,2,ianyh,"Somerville, MA"
10/1/2013,2,spooch56,"New York, NY"
10/1/2013,2,morganestes,"Edmond, OK"
10/1/2013,1,jcupitt,"London, UK"
10/1/2013,1,pcastellazzi,"Montevideo, Uruguay"
10/1/2013,3,grzn,Israel
10/1/2013,5,reaper,SOUFFELWEYERSHEIM
10/1/2013,2,newmaniese,Detroit
10/1/2013,1,nonnenmacher,Grenoble
10/1/2013,3,kisp,"Berlin, Germany"
10/1/2013,1,kevmoo,"Seattle, WA, USA"
10/1/2013,2,darinmorrison,"Portland, OR"
10/1/2013,64,sennychu,guangzhou
10/1/2013,1,btobolaski,"Fargo, ND"
10/1/2013,1,steveerhart,"Chapel Hill, North Carolina"
10/1/2013,1,kreed,"Austin, Texas"
10/1/2013,3,wolfcw,Germany
10/1/2013,2,pyed,Earth
10/1/2013,1,wsargent,San Francisco
10/1/2013,1,rawberg,"San Mateo, CA"
10/1/2013,3,ryochin,"Tokyo, Japan"
10/1/2013,6,techstep,"Philadelphia, PA"
10/1/2013,2,brycied00d,"Spokane, WA"
10/1/2013,1,mattcg,"San Jos��, Costa Rica"
10/1/2013,1,woboq,Berlin
10/1/2013,3,SteveClement,Luxembourg
10/1/2013,3,ciopte7,"New York, NY"
10/1/2013,1,jj1bdx,"Toyonaka, Osaka, Japan"
10/1/2013,1,jefferai,Boston
10/1/2013,1,tylerchesley,Utard
10/1/2013,1,mfilej,Slovenia
10/1/2013,2,jaimeMF,Spain
10/1/2013,4,rleigh-dundee,"Dundee, Scotland, UK"
10/1/2013,2,jh86,"Los Angeles, CA"
